作業/判定,タイムスタンプ,読Qネーム,年齢,都道府県,市町村,読Q本ID,書籍名,著者,クイズ?,出題順番,試験監督,かかった秒数,獲得読Q本point,獲得時短point,現在の生涯point,現時点の級,現時点の今年度point
誤答,2020-09-26 13:57:20,remi05581,12,神奈川県,平塚市,dq50,,,dq50-14,4,Tae01351,0,,,0,10,0,
不合格1度目,2020-09-26 13:57:20,remi05581,12,神奈川県,平塚市,dq50,,,,,Tae01351,16,0,0,0,10,0,
回答開始,2020-09-26 13:57:26,remi05581,12,神奈川県,平塚市,dq50,,,dq50-27,0,yukari05831k,,,,0,10,0,
回答開始,2020-09-26 13:57:33,remi05581,12,神奈川県,平塚市,dq50,,,dq50-23,1,yukari05831k,,,,0,10,0,
回答開始,2020-09-26 13:57:41,remi05581,12,神奈川県,平塚市,dq50,,,dq50-8,2,yukari05831k,,,,0,10,0,
誤答,2020-09-26 13:57:41,remi05581,12,神奈川県,平塚市,dq50,,,dq50-23,1,yukari05831k,7,,,0,10,0,
回答開始,2020-09-26 13:57:45,remi05581,12,神奈川県,平塚市,dq50,,,dq50-8,3,yukari05831k,,,,0,10,0,
誤答,2020-09-26 13:57:45,remi05581,12,神奈川県,平塚市,dq50,,,dq50-8,2,yukari05831k,4,,,0,10,0,
誤答,2020-09-26 13:57:47,remi05581,12,神奈川県,平塚市,dq50,,,dq50-5,4,Tae01351,0,,,0,10,0,
不合格2度目,2020-09-26 13:57:47,remi05581,12,神奈川県,平塚市,dq50,,,,,Tae01351,17,0,0,0,10,0,
回答開始,2020-09-27 12:29:04,shota04572,7,神奈川県,座間市,dq46,,,dq46-84,1,yukari05831k,,,,2.16,10,2.16,
回答開始,2020-09-27 12:29:13,shota04572,7,神奈川県,座間市,dq46,,,dq46-66,2,yukari05831k,,,,2.16,10,2.16,
正答,2020-09-27 12:29:13,shota04572,7,神奈川県,座間市,dq46,,,dq46-84,1,yukari05831k,8,,,2.16,10,2.16,
回答開始,2020-09-27 12:29:26,shota04572,7,神奈川県,座間市,dq46,,,dq46-48,3,yukari05831k,,,,2.16,10,2.16,
正答,2020-09-27 12:29:26,shota04572,7,神奈川県,座間市,dq46,,,dq46-66,2,yukari05831k,12,,,2.16,10,2.16,
回答開始,2020-09-27 12:29:36,shota04572,7,神奈川県,座間市,dq46,,,dq46-60,4,yukari05831k,,,,2.16,10,2.16,
誤答,2020-09-27 12:29:36,shota04572,7,神奈川県,座間市,dq46,,,dq46-48,3,yukari05831k,10,,,2.16,10,2.16,
回答開始,2020-09-27 12:29:47,shota04572,7,神奈川県,座間市,dq46,,,dq46-61,5,yukari05831k,,,,2.16,10,2.16,
正答,2020-09-27 12:29:47,shota04572,7,神奈川県,座間市,dq46,,,dq46-60,4,yukari05831k,10,,,2.16,10,2.16,
回答開始,2020-09-27 12:29:55,shota04572,7,神奈川県,座間市,dq46,,,dq46-32,6,yukari05831k,,,,2.16,10,2.16,
正答,2020-09-27 12:29:55,shota04572,7,神奈川県,座間市,dq46,,,dq46-61,5,yukari05831k,8,,,2.16,10,2.16,
回答開始,2020-09-27 12:30:00,shota04572,7,神奈川県,座間市,dq46,,,dq46-50,7,yukari05831k,,,,2.16,10,2.16,
正答,2020-09-27 12:30:00,shota04572,7,神奈川県,座間市,dq46,,,dq46-32,6,yukari05831k,4,,,2.16,10,2.16,
正答,2020-09-27 12:30:09,shota04572,7,神奈川県,座間市,dq46,,,dq46-50,7,yukari05831k,9,,,2.16,10,2.16,
合格,2020-09-27 12:30:13,shota04572,7,神奈川県,座間市,dq46,,,,,masayuki06802,73,2.75,0.27,5.18,10,5.18,
回答開始,2020-10-22 18:30:29,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-24,1,momoka01361c,,,,0,10,0,
回答開始,2020-10-22 18:30:32,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-19,2,momoka01361c,,,,0,10,0,
正答,2020-10-22 18:30:32,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-24,1,momoka01361c,2,,,0,10,0,
回答開始,2020-10-22 18:30:36,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-21,3,momoka01361c,,,,0,10,0,
正答,2020-10-22 18:30:36,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-19,2,momoka01361c,2,,,0,10,0,
回答開始,2020-10-22 18:30:39,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-7,4,momoka01361c,,,,0,10,0,
正答,2020-10-22 18:30:39,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-21,3,momoka01361c,2,,,0,10,0,
回答開始,2020-10-22 18:30:42,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-9,5,momoka01361c,,,,0,10,0,
正答,2020-10-22 18:30:42,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-7,4,momoka01361c,2,,,0,10,0,
回答開始,2020-10-22 18:30:46,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-16,6,momoka01361c,,,,0,10,0,
正答,2020-10-22 18:30:46,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-9,5,momoka01361c,3,,,0,10,0,
回答開始,2020-10-22 18:30:49,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-16,7,momoka01361c,,,,0,10,0,
正答,2020-10-22 18:30:49,momoka01361c,28,福岡県,大牟田市,dq57,,,dq57-16,6,momoka01361c,2,,,0,10,0,
合格,2020-10-22 18:30:53,momoka01361c,28,福岡県,大牟田市,dq57,,,,,mariko06981k,15,0.1,0.01,0.11,10,0,
回答開始,2020-10-22 23:50:57,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-7,1,momoka01361c,,,,2.76,10,2.76,
回答開始,2020-10-22 23:51:01,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-16,2,momoka01361c,,,,2.76,10,2.76,
正答,2020-10-22 23:51:01,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-7,1,momoka01361c,2,,,2.76,10,2.76,
回答開始,2020-10-22 23:51:04,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-13,3,momoka01361c,,,,2.76,10,2.76,
正答,2020-10-22 23:51:04,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-16,2,momoka01361c,2,,,2.76,10,2.76,
回答開始,2020-10-22 23:51:08,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-4,4,momoka01361c,,,,2.76,10,2.76,
正答,2020-10-22 23:51:08,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-13,3,momoka01361c,3,,,2.76,10,2.76,
回答開始,2020-10-22 23:51:13,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-2,5,momoka01361c,,,,2.76,10,2.76,
正答,2020-10-22 23:51:13,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-4,4,momoka01361c,3,,,2.76,10,2.76,
回答開始,2020-10-22 23:51:17,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-21,6,momoka01361c,,,,2.76,10,2.76,
正答,2020-10-22 23:51:17,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-2,5,momoka01361c,3,,,2.76,10,2.76,
回答開始,2020-10-22 23:51:20,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-21,7,momoka01361c,,,,2.76,10,2.76,
正答,2020-10-22 23:51:20,tomomi02261,8,神奈川県,藤沢市,dq57,,,dq57-21,6,momoka01361c,2,,,2.76,10,2.76,
合格,2020-10-22 23:51:29,tomomi02261,8,神奈川県,藤沢市,dq57,,,,,takahiro05612s,18,0.1,0.01,2.87,10,2.86,
回答開始,2020-10-24 11:53:36,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-6,1,momoka01361c,,,,16.07,10,0,
回答開始,2020-10-24 11:53:39,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-6,2,momoka01361c,,,,16.07,10,0,
誤答,2020-10-24 11:53:39,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-6,1,momoka01361c,2,,,16.07,10,0,
誤答,2020-10-24 11:54:08,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-5,3,mariko06981k,0,,,16.07,10,0,
不合格2度目,2020-10-24 11:54:08,Tae01351,35,神奈川県,藤沢市,dq57,,,,,mariko06981k,9,0,0,16.07,10,0,
回答開始,2020-10-24 11:54:51,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-18,0,momoka01361c,,,,16.07,10,0,
回答開始,2020-10-24 11:55:04,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-16,1,momoka01361c,,,,16.07,10,0,
回答開始,2020-10-24 11:55:11,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-11,2,momoka01361c,,,,16.07,10,0,
誤答,2020-10-24 11:55:11,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-16,1,momoka01361c,6,,,16.07,10,0,
回答開始,2020-10-24 11:55:13,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-11,3,momoka01361c,,,,16.07,10,0,
誤答,2020-10-24 11:55:13,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-11,2,momoka01361c,2,,,16.07,10,0,
誤答,2020-10-24 11:55:15,Tae01351,35,神奈川県,藤沢市,dq57,,,dq57-2,4,mariko06981k,0,,,16.07,10,0,
不合格3度目,2020-10-24 11:55:15,Tae01351,35,神奈川県,藤沢市,dq57,,,,,mariko06981k,20,0,0,16.07,10,0,
回答開始,2020-10-24 14:01:30,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-25,0,yukari05831k,,,,0,10,0,
回答開始,2020-10-24 14:01:44,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-14,1,yukari05831k,,,,0,10,0,
回答開始,2020-10-24 14:01:49,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-22,2,yukari05831k,,,,0,10,0,
正答,2020-10-24 14:01:49,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-14,1,yukari05831k,4,,,0,10,0,
回答開始,2020-10-24 14:01:57,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-4,3,yukari05831k,,,,0,10,0,
正答,2020-10-24 14:01:57,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-22,2,yukari05831k,6,,,0,10,0,
回答開始,2020-10-24 14:02:01,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-19,4,yukari05831k,,,,0,10,0,
正答,2020-10-24 14:02:01,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-4,3,yukari05831k,3,,,0,10,0,
回答開始,2020-10-24 14:02:06,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-15,5,yukari05831k,,,,0,10,0,
正答,2020-10-24 14:02:06,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-19,4,yukari05831k,4,,,0,10,0,
回答開始,2020-10-24 14:02:11,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-6,6,yukari05831k,,,,0,10,0,
正答,2020-10-24 14:02:11,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-15,5,yukari05831k,3,,,0,10,0,
回答開始,2020-10-24 14:02:16,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-6,7,yukari05831k,,,,0,10,0,
正答,2020-10-24 14:02:16,nao09351,8,神奈川県,横浜市緑区,dq50,,,dq50-6,6,yukari05831k,4,,,0,10,0,
合格,2020-10-24 14:02:27,nao09351,8,神奈川県,横浜市緑区,dq50,,,,,mariko06981k,37,0.74,0.07,0.81,10,0.81,
回答開始,2020-10-24 14:54:58,shun082,10,神奈川県,藤沢市,dq50,,,dq50-10,0,yukari05831k,,,,0.7,10,0,
回答開始,2020-10-24 14:55:25,shun082,10,神奈川県,藤沢市,dq50,,,dq50-23,1,yukari05831k,,,,0.7,10,0,
回答開始,2020-10-24 14:55:44,shun082,10,神奈川県,藤沢市,dq50,,,dq50-20,2,yukari05831k,,,,0.7,10,0,
正答,2020-10-24 14:55:44,shun082,10,神奈川県,藤沢市,dq50,,,dq50-23,1,yukari05831k,18,,,0.7,10,0,
誤答,2020-10-24 14:55:52,shun082,10,神奈川県,藤沢市,dq50,,,dq50-20,3,mariko06981k,6,,,0.7,10,0,
不合格2度目,2020-10-24 14:55:52,shun082,10,神奈川県,藤沢市,dq50,,,,,mariko06981k,44,0,0,0.7,10,0,
回答開始,2020-11-08 13:01:15,shota04572,7,神奈川県,座間市,dq57,,,dq57-24,1,momoka01361c,,,,5.18,10,5.18,
回答開始,2020-11-08 13:01:21,shota04572,7,神奈川県,座間市,dq57,,,dq57-5,2,momoka01361c,,,,5.18,10,5.18,
正答,2020-11-08 13:01:21,shota04572,7,神奈川県,座間市,dq57,,,dq57-24,1,momoka01361c,3,,,5.18,10,5.18,
回答開始,2020-11-08 13:01:25,shota04572,7,神奈川県,座間市,dq57,,,dq57-17,3,momoka01361c,,,,5.18,10,5.18,
正答,2020-11-08 13:01:25,shota04572,7,神奈川県,座間市,dq57,,,dq57-5,2,momoka01361c,2,,,5.18,10,5.18,
回答開始,2020-11-08 13:01:30,shota04572,7,神奈川県,座間市,dq57,,,dq57-1,4,momoka01361c,,,,5.18,10,5.18,
正答,2020-11-08 13:01:30,shota04572,7,神奈川県,座間市,dq57,,,dq57-17,3,momoka01361c,2,,,5.18,10,5.18,
回答開始,2020-11-08 13:01:34,shota04572,7,神奈川県,座間市,dq57,,,dq57-13,5,momoka01361c,,,,5.18,10,5.18,
正答,2020-11-08 13:01:34,shota04572,7,神奈川県,座間市,dq57,,,dq57-1,4,momoka01361c,2,,,5.18,10,5.18,
回答開始,2020-11-08 13:01:46,shota04572,7,神奈川県,座間市,dq57,,,dq57-8,6,momoka01361c,,,,5.18,10,5.18,
正答,2020-11-08 13:01:46,shota04572,7,神奈川県,座間市,dq57,,,dq57-13,5,momoka01361c,10,,,5.18,10,5.18,
回答開始,2020-11-08 13:01:50,shota04572,7,神奈川県,座間市,dq57,,,dq57-8,7,momoka01361c,,,,5.18,10,5.18,
正答,2020-11-08 13:01:50,shota04572,7,神奈川県,座間市,dq57,,,dq57-8,6,momoka01361c,2,,,5.18,10,5.18,
合格,2020-11-08 13:01:57,shota04572,7,神奈川県,座間市,dq57,,,,,Tae01351,24,0.1,0.01,5.29,10,5.29,
回答開始,2020-11-08 16:42:32,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-16,1,yukari05831k,,,,18.37,10,0,
回答開始,2020-11-08 16:42:40,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-12,2,yukari05831k,,,,18.37,10,0,
正答,2020-11-08 16:42:41,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-16,1,yukari05831k,7,,,18.37,10,0,
回答開始,2020-11-08 16:42:45,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-2,3,yukari05831k,,,,18.37,10,0,
正答,2020-11-08 16:42:46,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-12,2,yukari05831k,4,,,18.37,10,0,
回答開始,2020-11-08 16:42:51,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-6,4,yukari05831k,,,,18.37,10,0,
正答,2020-11-08 16:42:51,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-2,3,yukari05831k,4,,,18.37,10,0,
回答開始,2020-11-08 16:42:57,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-26,5,yukari05831k,,,,18.37,10,0,
正答,2020-11-08 16:42:57,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-6,4,yukari05831k,4,,,18.37,10,0,
回答開始,2020-11-08 16:43:03,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-3,6,yukari05831k,,,,18.37,10,0,
正答,2020-11-08 16:43:03,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-26,5,yukari05831k,5,,,18.37,10,0,
回答開始,2020-11-08 16:43:12,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-3,7,yukari05831k,,,,18.37,10,0,
正答,2020-11-08 16:43:12,yukari05831k,57,神奈川県,藤沢市,dq50,,,dq50-3,6,yukari05831k,8,,,18.37,10,0,
合格,2020-11-08 16:43:24,yukari05831k,57,神奈川県,藤沢市,dq50,,,,,Tae01351,37,0.74,0.07,19.18,10,0,
回答開始,2020-11-18 15:51:52,satomi01741,8,鳥取県,境港市,dq57,,,dq57-12,1,momoka01361c,,,,4.11,10,4.11,
回答開始,2020-11-18 15:51:54,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-19,1,momoka01361c,,,,3.02,10,3.02,
回答開始,2020-11-18 15:51:57,satomi01741,8,鳥取県,境港市,dq57,,,dq57-21,2,momoka01361c,,,,4.11,10,4.11,
正答,2020-11-18 15:51:57,satomi01741,8,鳥取県,境港市,dq57,,,dq57-12,1,momoka01361c,3,,,4.11,10,4.11,
回答開始,2020-11-18 15:51:59,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-7,2,momoka01361c,,,,3.02,10,3.02,
正答,2020-11-18 15:51:59,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-19,1,momoka01361c,3,,,3.02,10,3.02,
回答開始,2020-11-18 15:52:01,satomi01741,8,鳥取県,境港市,dq57,,,dq57-15,3,momoka01361c,,,,4.11,10,4.11,
正答,2020-11-18 15:52:01,satomi01741,8,鳥取県,境港市,dq57,,,dq57-21,2,momoka01361c,3,,,4.11,10,4.11,
回答開始,2020-11-18 15:52:05,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-16,3,momoka01361c,,,,3.02,10,3.02,
正答,2020-11-18 15:52:05,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-7,2,momoka01361c,3,,,3.02,10,3.02,
回答開始,2020-11-18 15:52:07,satomi01741,8,鳥取県,境港市,dq57,,,dq57-18,4,momoka01361c,,,,4.11,10,4.11,
正答,2020-11-18 15:52:07,satomi01741,8,鳥取県,境港市,dq57,,,dq57-15,3,momoka01361c,4,,,4.11,10,4.11,
回答開始,2020-11-18 15:52:11,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-1,4,momoka01361c,,,,3.02,10,3.02,
正答,2020-11-18 15:52:11,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-16,3,momoka01361c,3,,,3.02,10,3.02,
回答開始,2020-11-18 15:52:14,satomi01741,8,鳥取県,境港市,dq57,,,dq57-22,5,momoka01361c,,,,4.11,10,4.11,
正答,2020-11-18 15:52:14,satomi01741,8,鳥取県,境港市,dq57,,,dq57-18,4,momoka01361c,6,,,4.11,10,4.11,
回答開始,2020-11-18 15:52:18,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-5,5,momoka01361c,,,,3.02,10,3.02,
正答,2020-11-18 15:52:18,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-1,4,momoka01361c,4,,,3.02,10,3.02,
回答開始,2020-11-18 15:52:20,satomi01741,8,鳥取県,境港市,dq57,,,dq57-9,6,momoka01361c,,,,4.11,10,4.11,
正答,2020-11-18 15:52:20,satomi01741,8,鳥取県,境港市,dq57,,,dq57-22,5,momoka01361c,4,,,4.11,10,4.11,
回答開始,2020-11-18 15:52:23,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-20,6,momoka01361c,,,,3.02,10,3.02,
正答,2020-11-18 15:52:23,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-5,5,momoka01361c,2,,,3.02,10,3.02,
回答開始,2020-11-18 15:52:26,satomi01741,8,鳥取県,境港市,dq57,,,dq57-9,7,momoka01361c,,,,4.11,10,4.11,
正答,2020-11-18 15:52:26,satomi01741,8,鳥取県,境港市,dq57,,,dq57-9,6,momoka01361c,4,,,4.11,10,4.11,
回答開始,2020-11-18 15:52:33,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-20,7,momoka01361c,,,,3.02,10,3.02,
正答,2020-11-18 15:52:33,shuhei07142,8,神奈川県,藤沢市,dq57,,,dq57-20,6,momoka01361c,8,,,3.02,10,3.02,
合格,2020-11-18 15:54:19,shuhei07142,8,神奈川県,藤沢市,dq57,,,,,atsushi02582s,27,0.1,0.01,3.13,10,3.13,
合格,2020-11-18 15:54:20,satomi01741,8,鳥取県,境港市,dq57,,,,,atsushi02582s,27,0.1,0.01,4.22,10,4.22,
回答開始,2020-11-18 21:49:13,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-18,1,momoka01361c,,,,0.49,10,0.49,
正答,2020-11-18 21:49:18,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-18,1,momoka01361c,3,,,0.49,10,0.49,
回答開始,2020-11-18 21:49:18,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-5,2,momoka01361c,,,,0.49,10,0.49,
回答開始,2020-11-18 21:49:21,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-17,3,momoka01361c,,,,0.49,10,0.49,
正答,2020-11-18 21:49:21,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-5,2,momoka01361c,2,,,0.49,10,0.49,
回答開始,2020-11-18 21:49:23,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-19,4,momoka01361c,,,,0.49,10,0.49,
正答,2020-11-18 21:49:23,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-17,3,momoka01361c,1,,,0.49,10,0.49,
回答開始,2020-11-18 21:49:26,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-2,5,momoka01361c,,,,0.49,10,0.49,
正答,2020-11-18 21:49:26,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-19,4,momoka01361c,1,,,0.49,10,0.49,
回答開始,2020-11-18 21:49:29,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-3,6,momoka01361c,,,,0.49,10,0.49,
正答,2020-11-18 21:49:29,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-2,5,momoka01361c,2,,,0.49,10,0.49,
回答開始,2020-11-18 21:49:32,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-3,7,momoka01361c,,,,0.49,10,0.49,
正答,2020-11-18 21:49:32,shotaro08502,7,神奈川県,藤沢市,dq57,,,dq57-3,6,momoka01361c,1,,,0.49,10,0.49,
合格,2020-11-18 21:50:21,shotaro08502,7,神奈川県,藤沢市,dq57,,,,,takumi08091s,12,0.1,0.01,0.6,10,0.6,
回答開始,2020-11-19 00:13:48,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-21,0,momoka01361c,,,,0,10,0,
回答開始,2020-11-19 00:13:51,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-18,1,momoka01361c,,,,0,10,0,
回答開始,2020-11-19 00:13:54,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-22,2,momoka01361c,,,,0,10,0,
正答,2020-11-19 00:13:54,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-18,1,momoka01361c,2,,,0,10,0,
回答開始,2020-11-19 00:13:57,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-6,3,momoka01361c,,,,0,10,0,
正答,2020-11-19 00:13:57,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-22,2,momoka01361c,1,,,0,10,0,
回答開始,2020-11-19 00:14:00,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-9,4,momoka01361c,,,,0,10,0,
正答,2020-11-19 00:14:00,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-6,3,momoka01361c,1,,,0,10,0,
回答開始,2020-11-19 00:14:02,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-3,5,momoka01361c,,,,0,10,0,
正答,2020-11-19 00:14:02,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-9,4,momoka01361c,1,,,0,10,0,
回答開始,2020-11-19 00:14:05,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-5,6,momoka01361c,,,,0,10,0,
正答,2020-11-19 00:14:05,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-3,5,momoka01361c,1,,,0,10,0,
回答開始,2020-11-19 00:14:08,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-5,7,momoka01361c,,,,0,10,0,
正答,2020-11-19 00:14:08,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-5,6,momoka01361c,1,,,0,10,0,
誤答,2020-11-19 00:14:22,Kyoko07811,9,神奈川県,藤沢市,dq57,,,dq57-13,8,Tae01351,0,,,0,10,0,
不合格1度目,2020-11-19 00:14:22,Kyoko07811,9,神奈川県,藤沢市,dq57,,,,,Tae01351,9,0,0,0,10,0,
回答開始,2020-12-03 15:24:07,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-19,1,momoka01361c,,,,4.51,10,0.81,
回答開始,2020-12-03 15:24:09,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-5,2,momoka01361c,,,,4.51,10,0.81,
正答,2020-12-03 15:24:09,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-19,1,momoka01361c,1,,,4.51,10,0.81,
回答開始,2020-12-03 15:24:12,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-7,3,momoka01361c,,,,4.51,10,0.81,
正答,2020-12-03 15:24:12,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-5,2,momoka01361c,1,,,4.51,10,0.81,
回答開始,2020-12-03 15:24:15,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-24,4,momoka01361c,,,,4.51,10,0.81,
正答,2020-12-03 15:24:15,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-7,3,momoka01361c,2,,,4.51,10,0.81,
回答開始,2020-12-03 15:24:17,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-22,5,momoka01361c,,,,4.51,10,0.81,
正答,2020-12-03 15:24:17,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-24,4,momoka01361c,1,,,4.51,10,0.81,
回答開始,2020-12-03 15:24:19,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-4,6,momoka01361c,,,,4.51,10,0.81,
正答,2020-12-03 15:24:19,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-22,5,momoka01361c,1,,,4.51,10,0.81,
回答開始,2020-12-03 15:24:23,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-4,7,momoka01361c,,,,4.51,10,0.81,
正答,2020-12-03 15:24:23,suzue01811,8,神奈川県,藤沢市,dq57,,,dq57-4,6,momoka01361c,3,,,4.51,10,0.81,
回答開始,2020-12-03 15:40:56,ken06112,8,鳥取県,境港市,dq57,,,dq57-6,0,momoka01361c,,,,0,10,0,
回答開始,2020-12-03 15:41:01,ken06112,8,鳥取県,境港市,dq57,,,dq57-9,1,momoka01361c,,,,0,10,0,
誤答,2020-12-03 17:05:03,ken06112,8,鳥取県,境港市,dq57,,,dq57-9,2,mariko06981k,18,,,0,10,0,
不合格1度目,2020-12-03 17:05:03,ken06112,8,鳥取県,境港市,dq57,,,,,mariko06981k,3,0,0,0,10,0,
回答開始,2020-12-07 10:10:57,keiko03851k,52,青森県,黒石市,dq57,,,dq57-23,1,momoka01361c,,,,24.88,9,0,
回答開始,2020-12-07 10:11:03,keiko03851k,52,青森県,黒石市,dq57,,,dq57-17,2,momoka01361c,,,,24.88,9,0,
正答,2020-12-07 10:11:03,keiko03851k,52,青森県,黒石市,dq57,,,dq57-23,1,momoka01361c,5,,,24.88,9,0,
誤答,2020-12-07 10:11:31,keiko03851k,52,青森県,黒石市,dq57,,,dq57-17,3,mariko06981k,26,,,24.88,9,0,
不合格6度目,2020-12-07 10:11:31,keiko03851k,52,青森県,黒石市,dq57,,,,,mariko06981k,11,0,0,24.88,9,0,
回答開始,2020-12-07 10:11:43,keiko03851k,52,青森県,黒石市,dq57,,,dq57-23,1,momoka01361c,,,,24.88,9,0,
